Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
IndiGo,12/06/2019,Banglore,Delhi,BLR ? DEL,22:10,01:00 13 Jun,2h 50m,non-stop,No info,3419
Vistara,18/05/2019,Banglore,Delhi,BLR ? DEL,21:00,23:50,2h 50m,non-stop,No info,4668
SpiceJet,15/05/2019,Banglore,Delhi,BLR ? DEL,21:10,00:05 16 May,2h 55m,non-stop,No info,3625
SpiceJet,27/05/2019,Chennai,Kolkata,MAA ? CCU,09:45,12:00,2h 15m,non-stop,No info,3597
IndiGo,21/04/2019,Kolkata,Banglore,CCU ? BLR,15:15,17:45,2h 30m,non-stop,No info,5224
IndiGo,15/06/2019,Delhi,Cochin,DEL ? BLR ? COK,17:05,22:25,5h 20m,1 stop,No info,6147
Jet Airways,18/06/2019,Banglore,Delhi,BLR ? DEL,15:50,18:45,2h 55m,non-stop,No info,8016
Air India,1/05/2019,Kolkata,Banglore,CCU ? BBI ? BOM ? BLR,12:00,11:10 02 May,23h 10m,2 stops,No info,11148
Jet Airways,15/06/2019,Delhi,Cochin,DEL ? NAG ? BOM ? COK,14:35,04:25 16 Jun,13h 50m,2 stops,No info,13376
Air India,12/06/2019,Delhi,Cochin,DEL ? LKO ? BOM ? COK,18:30,19:15 13 Jun,24h 45m,2 stops,No info,12488
IndiGo,15/06/2019,Banglore,Delhi,BLR ? DEL,08:30,11:20,2h 50m,non-stop,No info,4823
Air India,9/06/2019,Kolkata,Banglore,CCU ? BOM ? GOI ? BLR,09:25,05:35 10 Jun,20h 10m,2 stops,No info,11432
Vistara,6/06/2019,Banglore,Delhi,BLR ? DEL,19:30,22:15,2h 45m,non-stop,No info,5088
Vistara,12/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,07:10,23:25,16h 15m,1 stop,No info,8610
Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,14:25 22 May,21h 25m,1 stop,In-flight meal not included,9314
Air India,15/05/2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,19:15,10h 15m,1 stop,No info,8372
Multiple carriers,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:35,19:00,8h 25m,1 stop,No info,10877
SpiceJet,12/05/2019,Banglore,Delhi,BLR ? DEL,09:30,12:20,2h 50m,non-stop,No info,4423
Vistara,27/06/2019,Delhi,Cochin,DEL ? COK,14:40,17:50,3h 10m,non-stop,No info,6216
Multiple carriers,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,21:00,11h,1 stop,No info,7933
Multiple carriers,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,04:55,12:35,7h 40m,1 stop,No info,10678
IndiGo,18/06/2019,Delhi,Cochin,DEL ? COK,14:20,17:35,3h 15m,non-stop,No info,5000
Jet Airways,1/05/2019,Banglore,Delhi,BLR ? DEL,07:10,10:10,3h,non-stop,In-flight meal not included,4030
Jet Airways,18/05/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,19:30,12:35 19 May,17h 5m,2 stops,In-flight meal not included,10368
Jet Airways,6/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,09:20 07 May,16h 50m,1 stop,In-flight meal not included,9663
Jet Airways,9/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,08:15 10 May,18h 10m,1 stop,In-flight meal not included,7757
IndiGo,15/06/2019,Delhi,Cochin,DEL ? HYD ? COK,07:35,16:10,8h 35m,1 stop,No info,6442
IndiGo,6/05/2019,Mumbai,Hyderabad,BOM ? HYD,19:05,20:35,1h 30m,non-stop,No info,2754
Air Asia,12/06/2019,Delhi,Cochin,DEL ? BLR ? COK,07:55,22:25,14h 30m,1 stop,No info,6152
Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,22:35,8h 30m,1 stop,No info,14781
Multiple carriers,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,01:30 28 Jun,15h 30m,1 stop,No info,13377
Jet Airways,27/05/2019,Delhi,Cochin,DEL ? COK,11:00,14:15,3h 15m,non-stop,No info,9564
Jet Airways,12/06/2019,Banglore,Delhi,BLR ? DEL,07:10,10:10,3h,non-stop,In-flight meal not included,5769
IndiGo,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,17:10,01:30 13 Jun,8h 20m,1 stop,No info,5883
IndiGo,27/06/2019,Kolkata,Banglore,CCU ? BLR,20:25,23:10,2h 45m,non-stop,No info,4804
GoAir,21/06/2019,Banglore,Delhi,BLR ? DEL,11:40,14:30,2h 50m,non-stop,No info,3398
Air India,24/05/2019,Kolkata,Banglore,CCU ? BBI ? BOM ? BLR,12:00,07:55 25 May,19h 55m,2 stops,No info,9416
SpiceJet,21/06/2019,Kolkata,Banglore,CCU ? BLR,06:55,09:30,2h 35m,non-stop,No check-in baggage included,3841
Jet Airways,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,20:55,19:00 28 Jun,22h 5m,1 stop,In-flight meal not included,10262
IndiGo,24/06/2019,Kolkata,Banglore,CCU ? BLR,22:15,00:50 25 Jun,2h 35m,non-stop,No info,4804
IndiGo,9/05/2019,Mumbai,Hyderabad,BOM ? HYD,20:05,21:40,1h 35m,non-stop,No info,2437
Multiple carriers,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,08:00,21:00,13h,1 stop,No info,13797
Jet Airways,6/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,09:40,04:25 07 Jun,18h 45m,2 stops,In-flight meal not included,10368
IndiGo,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,17:10,01:30 19 May,8h 20m,1 stop,No info,7081
Air India,9/06/2019,Mumbai,Hyderabad,BOM ? HYD,15:00,16:25,1h 25m,non-stop,No info,3100
IndiGo,18/06/2019,Kolkata,Banglore,CCU ? BLR,22:15,00:50 19 Jun,2h 35m,non-stop,No info,4804
SpiceJet,18/04/2019,Kolkata,Banglore,CCU ? BLR,09:00,11:25,2h 25m,non-stop,No check-in baggage included,3841
Jet Airways,18/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,08:15 19 May,12h 15m,1 stop,In-flight meal not included,8586
Multiple carriers,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,08:30,19:00,10h 30m,1 stop,No info,11200
Jet Airways,9/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,10:05 10 May,15h 10m,1 stop,In-flight meal not included,8586
Air India,9/05/2019,Kolkata,Banglore,CCU ? BOM ? GOI ? BLR,16:50,05:35 10 May,12h 45m,2 stops,No info,11432
Air India,1/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,18:45,19:15 02 Jun,24h 30m,2 stops,No info,12940
IndiGo,18/04/2019,Kolkata,Banglore,CCU ? BLR,09:35,12:20,2h 45m,non-stop,No info,5644
Multiple carriers,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,11:25,19:00,7h 35m,1 stop,No info,10877
Jet Airways,21/04/2019,Banglore,Delhi,BLR ? DEL,06:00,08:45,2h 45m,non-stop,No info,7229
Jet Airways,9/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,18:15 10 May,25h 45m,1 stop,In-flight meal not included,8586
Jet Airways,12/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,05:30,19:00,13h 30m,2 stops,In-flight meal not included,10368
Air India,1/06/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,16:40,19:15 02 Jun,26h 35m,2 stops,No info,9863
IndiGo,12/06/2019,Kolkata,Banglore,CCU ? BBI ? BLR,07:10,12:40,5h 30m,1 stop,No info,4864
Air India,18/05/2019,Delhi,Cochin,DEL ? CCU ? BOM ? COK,06:50,07:40 19 May,24h 50m,2 stops,No info,13591
Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,19:10,9h 35m,1 stop,In-flight meal not included,12384
Jet Airways,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,15:00,04:25 19 May,13h 25m,1 stop,In-flight meal not included,12373
Jet Airways,6/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,05:30,19:00,13h 30m,2 stops,In-flight meal not included,10368
Air India,1/05/2019,Kolkata,Banglore,CCU ? IXR ? DEL ? BLR,05:50,12:30 02 May,30h 40m,2 stops,No info,12723
Jet Airways,12/06/2019,Banglore,Delhi,BLR ? DEL,11:10,14:05,2h 55m,non-stop,In-flight meal not included,5769
IndiGo,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,07:30,21:00,13h 30m,1 stop,No info,7006
Air India,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,21:00,19:15 28 May,22h 15m,1 stop,No info,8372
Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,09:20 25 May,19h 15m,1 stop,No info,14178
Vistara,1/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,07:10,09:05 02 May,25h 55m,1 stop,No info,8452
Jet Airways,12/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,18:15 13 May,21h 5m,1 stop,In-flight meal not included,10844
Vistara,12/05/2019,Banglore,Delhi,BLR ? DEL,21:00,23:50,2h 50m,non-stop,No info,4668
Jet Airways,9/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,19:50,5h 45m,1 stop,No info,14571
SpiceJet,27/04/2019,Kolkata,Banglore,CCU ? BLR,22:20,00:40 28 Apr,2h 20m,non-stop,No check-in baggage included,3841
SpiceJet,3/06/2019,Kolkata,Banglore,CCU ? BLR,22:20,00:40 04 Jun,2h 20m,non-stop,No info,3873
Air India,1/05/2019,Kolkata,Banglore,CCU ? BOM ? COK ? BLR,16:50,13:45 02 May,20h 55m,2 stops,No info,16372
Air India,24/05/2019,Kolkata,Banglore,CCU ? BOM ? AMD ? BLR,09:25,05:25 25 May,20h,2 stops,No info,14897
Multiple carriers,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:35,19:15,8h 40m,1 stop,No info,8614
Air India,27/06/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,16:40,19:15 28 Jun,26h 35m,2 stops,No info,9653
IndiGo,21/05/2019,Kolkata,Banglore,CCU ? HYD ? BLR,19:20,23:45,4h 25m,1 stop,No info,3574
IndiGo,21/06/2019,Mumbai,Hyderabad,BOM ? HYD,09:10,10:40,1h 30m,non-stop,No info,5755
Air India,18/05/2019,Kolkata,Banglore,CCU ? BOM ? COK ? BLR,16:50,13:45 19 May,20h 55m,2 stops,No info,13432
Air India,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,07:00,19:15,12h 15m,1 stop,No info,8669
Multiple carriers,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,15:15,01:30 07 Jun,10h 15m,1 stop,No info,6795
Jet Airways,6/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,20:45,6h 40m,1 stop,In-flight meal not included,9663
Multiple carriers,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,08:45,19:00,10h 15m,1 stop,No info,11789
Jet Airways,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,18:15,19:00 25 Jun,24h 45m,1 stop,In-flight meal not included,10262
SpiceJet,15/05/2019,Kolkata,Banglore,CCU ? IXB ? BLR,11:15,18:30,7h 15m,1 stop,No info,8844
Jet Airways,12/05/2019,Banglore,Delhi,BLR ? DEL,15:15,18:10,2h 55m,non-stop,In-flight meal not included,4544
IndiGo,27/05/2019,Mumbai,Hyderabad,BOM ? HYD,20:05,21:40,1h 35m,non-stop,No info,2227
Jet Airways,12/06/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,05:30,04:25 13 Jun,22h 55m,2 stops,No info,13292
Jet Airways,12/06/2019,Delhi,Cochin,DEL ? ATQ ? BOM ? COK,20:00,19:00 13 Jun,23h,2 stops,No info,14300
Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,12:00 22 May,17h 5m,1 stop,In-flight meal not included,10844
SpiceJet,12/06/2019,Delhi,Cochin,DEL ? PNQ ? COK,08:45,13:15,4h 30m,1 stop,No check-in baggage included,5158
Jet Airways,27/06/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,23:05,12:35 28 Jun,13h 30m,2 stops,No info,12819
IndiGo,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,16:00,01:30 04 Jun,9h 30m,1 stop,No info,6628
Jet Airways,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,12:35 02 Jun,26h 35m,1 stop,In-flight meal not included,10262
Jet Airways,21/04/2019,Banglore,Delhi,BLR ? DEL,15:15,18:10,2h 55m,non-stop,In-flight meal not included,4544
Jet Airways,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,18:15,19:00 10 May,24h 45m,1 stop,In-flight meal not included,12373
Air India,15/05/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,05:00,07:40 16 May,26h 40m,2 stops,No info,11281
IndiGo,3/06/2019,Delhi,Cochin,DEL ? HYD ? COK,14:20,22:30,8h 10m,1 stop,No info,6938
Air India,18/05/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,05:00,07:40 19 May,26h 40m,2 stops,No info,11228
IndiGo,9/06/2019,Delhi,Cochin,DEL ? MAA ? COK,02:00,07:25,5h 25m,1 stop,No info,5636
SpiceJet,12/05/2019,Banglore,Delhi,BLR ? DEL,09:30,12:20,2h 50m,non-stop,No check-in baggage included,4319
Jet Airways,1/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,19:50,11h 25m,1 stop,No info,14781
Jet Airways,12/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,04:40 13 May,22h 10m,1 stop,In-flight meal not included,8586
IndiGo,12/05/2019,Mumbai,Hyderabad,BOM ? HYD,12:00,13:30,1h 30m,non-stop,No info,2754
IndiGo,21/05/2019,Chennai,Kolkata,MAA ? CCU,13:15,15:35,2h 20m,non-stop,No info,3597
Jet Airways,18/05/2019,Mumbai,Hyderabad,BOM ? HYD,07:05,08:30,1h 25m,non-stop,In-flight meal not included,4050
Jet Airways,3/06/2019,Banglore,Delhi,BLR ? DEL,18:55,22:00,3h 5m,non-stop,No info,8016
Jet Airways,1/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,09:40,12:35 02 Jun,26h 55m,2 stops,No info,13014
IndiGo,27/05/2019,Mumbai,Hyderabad,BOM ? HYD,02:35,04:05,1h 30m,non-stop,No info,2754
IndiGo,27/04/2019,Delhi,Cochin,DEL ? LKO ? COK,21:50,03:35 28 Apr,5h 45m,1 stop,No info,6307
IndiGo,27/06/2019,Kolkata,Banglore,CCU ? BLR,22:15,00:50 28 Jun,2h 35m,non-stop,No info,4804
Air India,15/05/2019,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,16:45,08:55 16 May,16h 10m,2 stops,No info,14960
Vistara,6/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:20,22:40 07 Jun,26h 20m,1 stop,No info,8662
Jet Airways,9/05/2019,Delhi,Cochin,DEL ? JDH ? BOM ? COK,11:40,19:00,7h 20m,2 stops,In-flight meal not included,19644
Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,18:15 22 May,22h 15m,1 stop,In-flight meal not included,10844
SpiceJet,9/05/2019,Kolkata,Banglore,CCU ? IXB ? BLR,15:55,21:25,5h 30m,1 stop,No info,8224
IndiGo,15/05/2019,Delhi,Cochin,DEL ? BLR ? COK,02:00,07:45,5h 45m,1 stop,No info,6037
Jet Airways,6/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,10:55 07 Jun,17h 55m,1 stop,No info,12692
Multiple carriers,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,18:15,01:30 28 May,7h 15m,1 stop,In-flight meal not included,7308
Jet Airways,6/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,09:40,12:35 07 Jun,26h 55m,2 stops,In-flight meal not included,11733
Jet Airways,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,22:50,12:35 02 Jun,13h 45m,1 stop,No info,14714
Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,12:00,5h 30m,1 stop,No info,14388
Jet Airways,24/04/2019,Banglore,Delhi,BLR ? DEL,18:55,22:00,3h 5m,non-stop,No info,7229
Air India,3/06/2019,Delhi,Cochin,DEL ? RPR ? NAG ? BOM ? COK,05:15,19:15 04 Jun,38h,3 stops,No info,10493
Air India,21/05/2019,Kolkata,Banglore,CCU ? JAI ? BOM ? BLR,08:20,11:10 22 May,26h 50m,2 stops,No info,11222
Multiple carriers,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,19:00,01:30 19 May,6h 30m,1 stop,No info,7670
Multiple carriers,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:35,19:00,8h 25m,1 stop,No info,10877
Jet Airways,6/06/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,05:30,19:00,13h 30m,2 stops,In-flight meal not included,11507
Jet Airways,18/06/2019,Delhi,Cochin,DEL ? COK,09:50,13:05,3h 15m,non-stop,In-flight meal not included,4466
Air India,1/06/2019,Delhi,Cochin,DEL ? CCU ? BOM ? COK,16:55,19:15 02 Jun,26h 20m,2 stops,No info,13801
Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,18:00,8h 25m,1 stop,In-flight meal not included,12384
Multiple carriers,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,04:55,12:35,7h 40m,1 stop,No info,10678
Jet Airways,1/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,12:00 02 May,21h 55m,1 stop,No info,14388
SpiceJet,12/06/2019,Banglore,Delhi,BLR ? DEL,05:55,08:35,2h 40m,non-stop,No check-in baggage included,4319
Jet Airways,3/05/2019,Mumbai,Hyderabad,BOM ? HYD,02:55,04:20,1h 25m,non-stop,No info,5678
Jet Airways,6/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,09:20 07 May,13h 20m,1 stop,In-flight meal not included,9663
Jet Airways,18/06/2019,Banglore,Delhi,BLR ? DEL,11:10,14:05,2h 55m,non-stop,In-flight meal not included,5769
Vistara,1/05/2019,Banglore,Delhi,BLR ? DEL,21:00,23:50,2h 50m,non-stop,No info,4668
Air India,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,19:15,6h 15m,1 stop,No info,8372
Jet Airways,6/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,19:30,12:35 07 Jun,17h 5m,2 stops,In-flight meal not included,11733
IndiGo,27/04/2019,Kolkata,Banglore,CCU ? BLR,15:15,17:45,2h 30m,non-stop,No info,4804
Jet Airways,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,18:15,19:00 13 Jun,24h 45m,1 stop,In-flight meal not included,10262
Jet Airways,9/05/2019,Delhi,Cochin,DEL ? JDH ? BOM ? COK,11:40,19:00,7h 20m,2 stops,No info,21219
Air India,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,08:00,19:15,11h 15m,1 stop,No info,9929
Air India,12/05/2019,Kolkata,Banglore,CCU ? IXR ? DEL ? BLR,05:50,23:15,17h 25m,2 stops,No info,11411
Air India,6/06/2019,Mumbai,Hyderabad,BOM ? HYD,21:05,22:25,1h 20m,non-stop,No info,3100
Jet Airways,27/06/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,23:05,19:00 28 Jun,19h 55m,2 stops,In-flight meal not included,11150
Jet Airways,27/05/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,13:25,04:25 28 May,15h,2 stops,No info,16704
Air India,9/06/2019,Mumbai,Hyderabad,BOM ? HYD,06:20,07:40,1h 20m,non-stop,No info,3100
Multiple carriers,1/05/2019,Delhi,Cochin,DEL ? BOM ? COK,10:20,19:00,8h 40m,1 stop,No info,9794
SpiceJet,21/05/2019,Banglore,Delhi,BLR ? DEL,05:55,08:35,2h 40m,non-stop,No check-in baggage included,3257
Air India,27/04/2019,Kolkata,Banglore,CCU ? BLR,20:45,23:20,2h 35m,non-stop,No info,4145
Jet Airways,27/04/2019,Banglore,Delhi,BLR ? DEL,08:20,11:20,3h,non-stop,No info,7229
Air India,9/05/2019,Delhi,Cochin,DEL ? GOI ? BOM ? COK,10:55,19:15,8h 20m,2 stops,No info,11753
